Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Default Umbrella,Wallpaper,Flooring,Furniture List,Furniture Name List,Version Added,Name Color,Bubble Color,Filename,Unique Entry ID
Gala,,,,Pig,Female,Normal,B,Education,3/5,snortie,Animal City,Still waters run deep.,Cute,Elegant,Pink,White,6901,mini-flower-print umbrella,stately wall,light wood-pattern flooring,2554;7348;5931;3672;1750;3784;742;794;1165;3958;3783;9814;1850;839;839;1744;7453;3065,double sofa;red carpet;jail bars;cardboard box;document stack;den chair;fireplace;phonograph;surveillance camera;antique mini table;den desk;luckygold cat;laptop;safe;safe;wall clock;aluminum briefcase;gold bars,1.0.0,#97858e,#feeae7,pig13,84NHBxaLCDPy48Xpx
Gaston,,,,Rabbit,Male,Cranky,B,Education,10/28,mon chou,K.K. Song,An ear for an ear makes it hard to hear.,Simple,Gorgeous,Brown,Orange,8489,bat umbrella,ramshackle wall,ramshackle flooring,4008;717;3229;4393;7161;4038;10742;7160;5970;3697;7345,kettle bathtub;clay furnace;clothesline;old-fashioned washtub;cardboard bed;log stool;bamboo stool;cardboard table;firewood;portable radio;shanty mat,1.0.0,#9b553a,#ffd00d,rbt04,5TXosg4PLkG4jZ3AD
Gayle,,,,Alligator,Female,Normal,A,Nature,5/17,snacky,Bubblegum K.K.,An ounce of prevention is worth a pound of cure.,Cute,Cute,Pink,White,3070,pink shiny-bows parasol,pink quilt wall,pine-board flooring,3995;3624;3999;4001;3998;2561;7134;3996;1870;4000;4003,cute DIY table;cute bed;cute chair;cute vanity;cute sofa;floor lamp;wooden low table;cute wall-mounted clock;mug;cute tea table;cute music player,1.0.0,#fffce9,#f993ce,crd07,HY5swi9u3np5LyR8Q
Genji,,,,Rabbit,Male,Jock,B,Fitness,1/21,mochi,King K.K.,"Fall down seven times, get up eight.",Elegant,Simple,Green,Purple,8201,maple-leaf umbrella,gold-screen wall,mossy-garden flooring,3580;7393;6031;716;710;7282;5976;677;7391;725,bonsai shelf;pond stone;cherry-blossom branches;screen;bamboo bench;hanging scroll;bamboo sphere;deer scare;tatami bed;paper lantern,1.0.0,#848484,#ffffff,rbt08,zFPwakzpAr8fmL4FM
Gigi,,,,Frog,Female,Snooty,B,Fashion,8/11,ribbette,K.K. Swing,Look at the world through rose-colored glasses.,Gorgeous,Elegant,Black,White,4341,black lace umbrella,purple-rose wall,purple desert-tile flooring,7235;3683;998;4080;4015;1227;3951;4048;794;10244;3428,rose bed;plain sink;kitchen island;long bathtub;shower booth;deluxe washer;antique console table;rattan towel basket;phonograph;fragrance sticks;wall-mounted TV (50 in.),1.0.0,#fffce9,#a06fce,flg16,QX93pNfztrLZvLxdC
Gladys,,,,Ostrich,Female,Normal,B,Education,1/15,stretch,K.K. Folk,Smiles are free.,Elegant,Cute,Green,Pink,8201,paper parasol,shoji screen,tatami,4033;7047;7865;7682;1029;725;3230;7048;7681,traditional tea set;zen cushion;elaborate kimono stand;kimono stand;low screen;paper lantern;futon;pile of zen cushions;loom,1.0.0,#848484,#ffffff,ost01,ZSLn6jgRc5W4oZA4f
Gloria,,,,Duck,Female,Snooty,B,Fashion,8/12,quacker,Animal City,Time is money.,Gorgeous,Elegant,Black,Gray,8896,black lace umbrella,café-curtain wall,sidewalk flooring,3509;3509;8031;3816;3816;1092;144;4070,garden bench;garden bench;fountain;streetlamp;streetlamp;popcorn machine;manhole cover;street organ,1.0.0,#848484,#ffffff,duk15,7iiegnbmMRDeDaC3t
Goldie,,,,Dog,Female,Normal,B,Nature,12/27,woof,K.K. Bossa,A little bit of happiness is better than a lot of anguish.,Simple,Cute,Yellow,Orange,2677,strawberry umbrella,modern wood wall,light parquet flooring,2554;3681;7334;3122;1558;1561;1557;4069;4119;4003;1565;1081,double sofa;piano bench;ivory small round mat;mini DIY workbench;wooden-block bookshelf;wooden-block chest;wooden-block bed;table lamp;macrame tapestry;cute music player;wooden-block table;upright piano,1.0.0,#879b96,#fff98f,dog00,RdpZtkYzLeivKyx7Z
Gonzo,,,,Koala,Male,Cranky,A,Nature,10/13,mate,Surfin' K.K.,"Brothers are brothers, cheese is cheese.",Simple,Cool,Black,Green,4566,green umbrella,cabin wall,wooden-knot flooring,4117;4043;5970;3270;3282;704;4041;9314;4036;4338,wood-burning stove;log round table;firewood;ironwood kitchenette;pop-up toaster;tapestry;log bed;green kilim-style carpet;log decorative shelves;portable record player,1.0.0,#5e5e5e,#bfbfbf,kal04,SFkpDu8Bxgot4ShcP
Goose,,,,Chicken,Male,Jock,B,Fitness,10/4,buh-kay,K.K. Country,Birds of a feather crow together.,Simple,Active,Blue,White,8206,rainbow umbrella,green painted-wood wall,artsy parquet flooring,3439;1913;3122;2605;3251;2713;3438;787;2560;3818;4123,wooden table;wooden chair;mini DIY workbench;wooden simple bed;gas range;refrigerator;wooden end table;tape deck;wooden chest;pennant;mini-cactus set,1.0.0,#848484,#ffffff,chn00,5iSyoeFknLsoYManw
Graham,,,,Hamster,Male,Smug,A,Education,6/20,indeed,Bubblegum K.K.,Knowledge is power.,Simple,Cool,Green,Orange,4615,melon umbrella,server-room wall,monochromatic tile flooring,793;875;1126;929;1126;4125;1759;7159;7161;7528;10515;7160;2492;10514;1850;3590,high-end stereo;breaker;server;air conditioner;server;wooden bookshelf;stack of books;cardboard sofa;cardboard bed;tool cart;Chrissy's poster;cardboard table;Bubblegum K.K.;Francine's poster;laptop;desktop computer,1.0.0,#9b553a,#ffd00d,ham02,D86CPtiT7ssiFexPE
Greta,,,,Mouse,Female,Snooty,A,Education,9/5,yelp,Comrade K.K.,The world is a stage.,Elegant,Simple,Pink,Purple,3536,paper parasol,modern shoji-screen wall,common flooring,5970;717;2736;787;3230;4106;7047;722;725;3658;7369;7369;7282;7369;7369,firewood;clay furnace;retro fan;tape deck;futon;pendulum clock;zen cushion;hearth;paper lantern;bamboo basket;tatami mat;tatami mat;hanging scroll;tatami mat;tatami mat,1.0.0,#848484,#ffffff,mus16,jKZuhKCACcaqpDCNQ
Grizzly,,,,Bear,Male,Cranky,B,Education,7/31,grrr,K.K. Condor,Those who live in glass houses shouldn't throw stones.,Cool,Simple,Red,Black,3225,logo umbrella,starry-sky wall,Saharah's desert,1433;4038;1430;1432;1434;4042;889,campfire cookware;log stool;bonfire;lantern;sleeping bag;log bench;camp stove,1.0.0,#eac113,#7c6559,bea09,ePDrk4wsbfZAu4rA3
Groucho,,,,Bear,Male,Cranky,B,Music,10/23,grumble,K.K. Metal,Rocky road is more than just a flavor of ice cream.,Cool,Simple,Black,Gray,3256,vinyl umbrella,gray shanty wall,skull-print flooring,3561;3943;2554;849;3563;3992;3560;1644;4754;4757;3194;4081;4105,iron hanger stand;ironwood DIY workbench;double sofa;amp;iron shelf;key holder;iron worktable;rock guitar;throwback gothic mirror;throwback skull radio;ironwood low table;camping cot;plasma ball,1.0.0,#fffad4,#194c89,bea06,QC3CiJqhhcm9WpAho
Gruff,,,,Goat,Male,Cranky,B,Music,8/29,bleh eh eh,K.K. Rockabilly,Don't burn bridges.,Cool,Gorgeous,Purple,Black,7621,bat umbrella,rustic-stone wall,gray vinyl flooring,937;791;1045;863;1803;4139;4144;4141,dartboard;jukebox;silver mic;billiard table;drum set;diner counter table;diner neon clock;diner sofa,1.0.0,#28665a,#78dd62,goa04,oTGj76upYyWRcG34C
Gwen,,,,Penguin,Female,Snooty,B,Fashion,1/23,h-h-h-hon,Drivin',"Mind your manners, or someone else will.",Gorgeous,Elegant,Green,White,2706,fairy-tale umbrella,ice wall,ice flooring,3468;1840;5165;3498;3498;4017;3505;4338;3502;9766;4279;4030,beach towel;whirlpool bath;wall-mounted candle;frozen partition;frozen partition;shower set;frozen counter;portable record player;frozen bed;mini fridge;frozen-treat set;bathroom towel rack,1.0.0,#fffce9,#7352e8,pgn05,jFBkwJJrXK4mJ2giR
Hamlet,,,,Hamster,Male,Jock,A,Play,5/30,hammie,K.K. Reggae,The ear's the thing.,Simple,Active,Purple,Blue,6822,frog umbrella,blue playroom wall,colorful puzzle flooring,4759;5543;1558;3205;4758;1241;3584;4762;3623;4760;3208;7258,throwback race-car bed;wooden-blockstool;wooden-block bookshelf;wooden-block stereo;throwback mitt chair;DIY workbench;writing poster;throwback container;toy box;throwback hat table;wooden-block wall clock;modeling clay,1.0.0,#9b553a,#ffd00d,ham00,LA2HHrtZ6beHgmKpL
Hamphrey,,,,Hamster,Male,Cranky,A,Nature,2/25,snort,Comrade K.K.,Children should be seen and not heard.,Cool,Simple,Gray,Beige,8514,vinyl umbrella,screen wall,rush tatami,7452;3580;2771;7048;3230;787;5636;1849,raccoon figurine;bonsai shelf;round space heater;pile of zen cushions;futon;tape deck;wooden-plank sign;kotatsu,1.0.0,#fffce9,#515151,ham07,bp3ns8FmZnYBL7CqD
Hans,,,,Gorilla,Male,Smug,A,Fitness,12/5,groovy,K.K. Sonata,One good turn deserves another.,Elegant,Gorgeous,Gray,Blue,4735,snowflake umbrella,ski-slope wall,ski-slope flooring,1429;5970;7281;533;533;5972;533;1434;1430;4042;530;530;889;3697,campfire;firewood;sleigh;tree standee;tree standee;wild log bench;tree standee;sleeping bag;bonfire;log bench;grass standee;grass standee;camp stove;portable radio,1.0.0,#848484,#ffffff,gor10,rAgKSRJPoazkBPS5d
Harry,,,,Hippo,Male,Cranky,B,Education,1/7,beach bum,K.K. Rally,Patience is a virtue for folks with time.,Cool,Simple,Green,Orange,8420,camo umbrella,aqua tile wall,white mosaic-tile flooring,3468;4017;7153;3689;3553;1111,beach towel;shower set;cypress bathtub;sauna heater;bamboo partition;outdoor bath,1.0.0,#fffce9,#e8b010,hip08,dtAkeJzvhPfGXH7pk
Hazel,,,,Squirrel,Female,Big Sister,A,Play,8/30,uni-wow,DJ K.K.,Never say never!,Active,Cute,Red,Yellow,3244,apple umbrella,dojo wall,wooden-knot flooring,7529;1181;1181;4226;2010;787;1744;7264,folding chair;tennis table;tennis table;basketball hoop;ball;tape deck;wall clock;champion's pennant,1.0.0,#874c25,#ffaa3b,squ18,PfTkvEmpjE2HR3SeD
Henry,,,,Frog,Male,Smug,A,Music,9/21,snoozit,K.K. Soul,The way to a frog's heart is through his stomach.,Cool,Simple,Aqua,Blue,3209,vinyl umbrella,rustic-stone wall,modern wood flooring,4109;4129;3943;4118;7334;3193;4338;3191;918;920;3251;3271;3200;3270;928;1845;3562;1043;954;3282,double-door refrigerator;monstera;ironwood DIY workbench;magnetic knife rack;ivory small round mat;ironwood chair;portable record player;ironwood table;coffee cup;coffee grinder;gas range;ironwood cupboard;ironwood bed;ironwood kitchenette;pot rack;simple kettle;iron wall rack;microwave;espresso maker;pop-up toaster,1.0.0,#28665a,#78dd62,flg19,RNats2ap2rGvbdcKn
Hippeux,,,,Hippo,Male,Smug,A,Education,10/15,natch,K.K. Sonata,Mottoes are for the unoriginal.,Elegant,Gorgeous,Brown,Green,8110,mint umbrella,arched-window wall,dark herringbone flooring,1875;3681;2554;3958;1042;4053;4052;4106;4054;794;4046;4050,grand piano;piano bench;double sofa;antique mini table;metronome;rattan armchair;rattan bed;pendulum clock;rattan low table;phonograph;rattan end table;rattan table lamp,1.0.0,#8b5f57,#d8cc39,hip09,WjAPWpCx6bTjKiZjw
Hopkins,,,,Rabbit,Male,Lazy,A,Nature,3/11,thumper,Pondering,A wise mammal gives danger a wide berth.,Simple,Active,Blue,Yellow,2655,vinyl umbrella,concrete wall,cool vinyl flooring,8226;8226;8225;3428;8225;1802;8227;8227;971;1165;957;955;12207,arcade combat game;arcade combat game;arcade fighting game;wall-mounted TV (50 in.);arcade fighting game;drink machine;arcade mahjong game;arcade mahjong game;snack machine;surveillance camera;ventilation fan;exit sign;arcade seat,1.0.0,#fffce9,#55cfff,rbt14,EeTwHAQeWyShyg7pm
Hopper,,,,Penguin,Male,Cranky,B,Music,4/6,slushie,Comrade K.K.,Always have a comeback.,Cool,Simple,Yellow,Red,3462,bat umbrella,iceberg wall,iceberg flooring,3468;533;533;3500;3398;1111;5337;3697;3500,beach towel;tree standee;tree standee;frozen pillar;stone stool;outdoor bath;three-tiered snowperson;portable radio;frozen pillar,1.0.0,#fffce9,#515151,pgn03,FP3bdBM2RSjWTXYHK
Hornsby,,,,Rhino,Male,Lazy,A,Nature,3/20,schnozzle,K.K. Lament,You can't hit a mosquito with a horseshoe.,Simple,Simple,Green,Brown,3579,green umbrella,dirt-clod wall,rush tatami,787;3230;9766;1870;1823;7048;7047;1861;739;3672;3622;3586;957;3672,tape deck;futon;mini fridge;mug;trash bags;pile of zen cushions;zen cushion;stacked magazines;tea table;cardboard box;floor seat;magazine;ventilation fan;cardboard box,1.0.0,#fffce9,#0961f6,rhn04,KuDi35nStc6mtd3F8
Huck,,,,Frog,Male,Smug,A,Fitness,7/9,hopper,To the Edge,Cold coffee makes for a cold demeanor.,Simple,Cool,Green,Yellow,3383,grape umbrella,straw wall,dirt flooring,7142;1120;717;7345;7393;4043;4073;3675;10743;4037;2559,simple DIY workbench;scarecrow;clay furnace;shanty mat;pond stone;log round table;classic pitcher;hay bed;bamboo speaker;log wall-mounted clock;pot,1.0.0,#fffce9,#515151,flg11,KWx6zRZpPoaQy2PMD
Hugh,,,,Pig,Male,Lazy,B,Play,12/30,snortle,My Place,Keep it real. Real chill.,Simple,Active,Beige,Yellow,3257,vinyl umbrella,blue playroom wall,colorful puzzle flooring,1434;4003;4109;4135;6033;3582;7392;3672;975;4279;1870;3672;3672;3672;7371;1759;3431;3282;3672;3251;1845,sleeping bag;cute music player;double-door refrigerator;freezer;outdoor picnic set;book;candy machine;cardboard box;fruit basket;frozen-treat set;mug;cardboard box;cardboard box;cardboard box;sloppy rug;stack of books;wall fan;pop-up toaster;cardboard box;gas range;simple kettle,1.0.0,#fffce9,#0961f6,pig03,Ko7gAjWQAY3PY5DLi
Iggly,,,,Penguin,Male,Jock,B,Fitness,11/2,waddler,I Love You,"Six of one, half dozen of the other.",Active,Simple,Red,Blue,4586,kiwi umbrella,ice wall,ice flooring,1866;3416;4066;4066;3505;3497;4279;4279;4279;3497;4279;4279;4279;4003;667,menu chalkboard;soft-serve lamp;illuminated tree;illuminated tree;frozen counter;frozen table;frozen-treat set;frozen-treat set;frozen-treat set;frozen table;frozen-treat set;frozen-treat set;frozen-treat set;cute music player;shaved-ice maker,1.0.0,#848484,#ffffff,pgn11,qZtYZEyzeZv2qhoJD
Ike,,,,Bear,Male,Cranky,A,Nature,5/16,roadie,K.K. Rock,"The higher you climb, the smaller things look.",Cool,Cool,Green,Blue,4402,camo umbrella,shutter wall,steel flooring,3563;3943;1241;4081;7190;3992;875;7528;7454;3560;4687;3697;8417,iron shelf;ironwood DIY workbench;DIY workbench;camping cot;studio wall spotlight;key holder;breaker;tool cart;wooden toolbox;iron worktable;toolbox;portable radio;wall-mounted tool board,1.0.0,#fffce9,#4c3317,bea11,BvhNkdNxf2kJue7kp
Jacob,,,,Bird,Male,Lazy,A,Nature,8/24,ya feel,K.K. Song,Your greatest strength can be your greatest weakness.,Simple,Simple,Green,Red,4402,gelato umbrella,garbage-heap wall,garbage-heap flooring,7142;5972;3675;4038;3697;3229;5973;3672;1823,simple DIY workbench;wild log bench;hay bed;log stool;portable radio;clothesline;log stakes;cardboard box;trash bags,1.0.0,#848484,#ffffff,brd11,HBYP4stJTe3eGEepn
Jacques,,,,Bird,Male,Smug,A,Music,6/22,zut alors,K.K. Technopop,Better to have loved and squawked than to have never loved at all.,Cool,Simple,Green,Black,4277,vinyl umbrella,concrete wall,steel flooring,4138;1165;4139;4441;941;1850;4144;6827;4138;4143;1171;4141;955;6827;6827,diner counter chair;surveillance camera;diner counter table;diner mini table;DJ's turntable;laptop;diner neon clock;starry garland;diner counter chair;diner neon sign;synthesizer;diner sofa;exit sign;starry garland;starry garland,1.0.0,#fffad4,#194c89,brd16,sXDhuuCThhtuQRDAe
Jambette,,,,Frog,Female,Normal,B,Fashion,10/27,croak-kay,K.K. Cruisin',It takes more muscles to frown than smile.,Cool,Cool,Brown,Brown,4657,pink shiny-bows parasol,botanical-tile wall,rosewood flooring,4052;4049;4054;790;4051;4132;4046;7353;1797;4130,rattan bed;rattan wardrobe;rattan low table;hi-fi stereo;rattan vanity;yucca;rattan end table;botanical rug;decoy duck;coconut wall planter,1.0.0,#fffce9,#0ca54a,flg13,9bG8kLsEtaodApHoX
Jay,,,,Bird,Male,Jock,B,Fitness,7/17,heeeeeyy,K.K. Country,He who hesitates has lost.,Active,Active,Blue,Aqua,3323,green umbrella,stacked-wood wall,rosewood flooring,4037;4094;4038;4043;3675;331;4042;7142;3697;4130,log wall-mounted clock;floating-biotope planter;log stool;log round table;hay bed;birdbath;log bench;simple DIY workbench;portable radio;coconut wall planter,1.0.0,#9ae8df,#6b75ce,brd00,zv7EfaEb2TnPwmQxe
Jeremiah,,,,Frog,Male,Lazy,B,Play,7/8,nee-deep,Hypno K.K.,Sleep before you leap.,Simple,Simple,Orange,Yellow,8974,pineapple umbrella,blue playroom wall,blue dot flooring,1792;5543;3623;86;2560;4003;3995;2605;3208;3438;7134;4111;4308,cushion;wooden-blockstool;toy box;elephant slide;wooden chest;cute music player;cute DIY table;wooden simple bed;wooden-block wall clock;wooden end table;wooden low table;old-fashioned alarm clock;unfinished puzzle,1.0.0,#fffce9,#55cfff,flg07,Z9mmrgQ578rPeLdjp
Jitters,,,,Bird,Male,Jock,B,Fitness,2/2,bzzert,K.K. Adventure,"When you're a team of one, you're always captain!",Active,Active,Yellow,Orange,3249,logo umbrella,stadium wall,backyard lawn,2010;2010;7264;2020;1149,ball;ball;champion's pennant;director's chair;soccer goal,1.0.0,#28665a,#78dd62,brd04,TksYZm8hEYAeDWD2X
Joey,,,,Duck,Male,Lazy,B,Play,1/3,bleeeeeck,Marine Song 2001,Don't get your feathers all ruffled. Just chill.,Simple,Simple,Green,Blue,8196,bear umbrella,tropical vista,sandy-beach flooring,7148;4048;3348;9584;664;1117;1708;3684;7358;3345,life ring;rattan towel basket;plastic pool;beach ball;beach chair;sand castle;cassette player;coconut juice;tropical rug;lifeguard chair,1.0.0,#9b553a,#ffd00d,duk01,EkpmSi299YR9BP96Y
Judy,,,,Cub,Female,Snooty,A,Music,3/10,myohmy,K.K. Lullaby,I'm dancing my dreams away.,Cute,Elegant,Pink,White,8869,white shiny-bows parasol,starry wall,blue dot flooring,6827;6827;6827;6827;1557;6827;6827;1565;6827;3208;1559;5543;6827;6827;6827;6827;6827;1836;2558;1558;4111;1561;3205,starry garland;starry garland;starry garland;starry garland;wooden-block bed;starry garland;starry garland;wooden-block table;starry garland;wooden-block wall clock;wooden-block bench;wooden-blockstool;starry garland;starry garland;starry garland;starry garland;starry garland;humidifier;wooden-block chair;wooden-block bookshelf;old-fashioned alarm clock;wooden-block chest;wooden-block stereo,1.0.0,#725661,#ffebff,cbr19,nEbMBNS4EztR8Ysxv
Julia,,,,Ostrich,Female,Snooty,A,Education,7/31,dahling,K.K. Sonata,"Cut once, measure twice... Wait— reverse that.",Elegant,Gorgeous,Purple,Red,8817,rainbow umbrella,green molded-panel wall,simple blue flooring,4052;4048;4015;4054;3468;4051;4047;4046;4338;7382;4080;4030;7382,rattan bed;rattan towel basket;shower booth;rattan low table;beach towel;rattan vanity;rattan stool;rattan end table;portable record player;black wooden-deck rug;long bathtub;bathroom towel rack;black wooden-deck rug,1.0.0,#fffce9,#0ca54a,ost05,z8F5zPavZfhe6xqEi
Julian,,,,Horse,Male,Smug,A,Music,3/15,glitter,Space K.K.,Never trot when you can prance.,Gorgeous,Cool,Purple,Blue,4418,rainbow umbrella,starry-sky wall,cloud flooring,5956;5959;6827;3774;5955;5960;3961;5962;6829;6827;6827;6827;5954;6827;6827;5964;6827;6827;5957;5961;6827;6827;6827;5963;5958;6827,Aquarius urn;Cancer table;starry garland;Libra scale;Virgo harp;Gemini closet;fortune-telling set;Scorpio lamp;crescent-moon chair;starry garland;starry garland;starry garland;Aries rocking chair;starry garland;starry garland;Leo sculpture;starry garland;starry garland;Capricorn ornament;Taurus bathtub;starry garland;starry garland;starry garland;Pisces lamp;Sagittarius arrow;starry garland,1.0.0,#fffce9,#3fd8e0,hrs13,CqhXFKr8hdfYSYpRA
June,,,,Cub,Female,Normal,A,Nature,5/21,rainbow,K.K. Island,"Dream big, expect little.",Cute,Simple,White,Red,8189,pineapple umbrella,ocean-horizon wall,starry-sands flooring,3977;3983;5150;3984;3982;3978,shell arch;shell bed;shell speaker;shell lamp;shell fountain;shell partition,1.0.0,#fffce9,#c0ab72,cbr13,kYaqSE3C2y7EYSXfi
Kabuki,,,,Cat,Male,Cranky,B,Music,11/29,meooo-OH,K.K. Jongara,"If you make your opponent flinch, you have already won.",Simple,Simple,Purple,Red,6024,paper parasol,dojo wall,tatami,3553;3553;2775;3230;4008;3580;725;5636,bamboo partition;bamboo partition;squat toilet;futon;kettle bathtub;bonsai shelf;paper lantern;wooden-plank sign,1.0.0,#848484,#ffffff,cat09,d2DY8aRv5AfFtkneg
Katt,,,,Cat,Female,Big Sister,A,Music,4/27,purrty,K.K. Disco,MeowMEOWmeow!,Cool,Cool,Purple,Black,5292,spider umbrella,white perforated-board wall,steel flooring,849;1823;3672;3672;957;1645;1803;1241;3672;1861;3559;950;4338;4141,amp;trash bags;cardboard box;cardboard box;ventilation fan;electric guitar;drum set;DIY workbench;cardboard box;stacked magazines;iron wall lamp;effects rack;portable record player;diner sofa,1.0.0,#fffce9,#a87850,cat21,6rE8fTRLqKCERS4dQ
